Major categories, Medium category, Subcategory, Manufacturer, Product name, Model, Model number, URL, minimum wavelength, maximum wavelength, average power, Maximum output, Time span, Pulse Width, Repetition frequency, Repetition rate, processing, communication, Spectroscopy and Measurement, Imaging, Demo machine rental
 Semiconductor laser diode (LD), Fabry-Perot laser,, BWT Beijing LTD., Semiconductor multimode laser 785nm,,, https://www.sevensix.co.jp/products/ld785nm_bwt/, 785 nm,,,,,,,,,,,,
 Semiconductor laser diode (LD), Fabry-Perot laser,, BWT Beijing LTD., Fiber-attached high-power semiconductor multimode laser 793nm,,, https://www.sevensix.co.jp/products/ld793nm_bwt/, 793 nm,,,,,,,,,,,,
 Semiconductor laser diode (LD), Fabry-Perot laser,, BWT Beijing LTD., Fiber-attached high-power semiconductor multimode laser 808nm,,, https://www.sevensix.co.jp/products/ld808nm_bwt/, 808 nm,,,,,,,,,,,,
 Semiconductor laser diode (LD), Fabry-Perot laser,, Innolume GmbH, Semiconductor multimode laser / quantum dot laser,,, https://www.sevensix.co.jp/products/pompld_mm_innolume/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), Fabry-Perot laser,, eagleyard Photonics GmbH,Single-mode semiconductor laser,,, https://www.sevensix.co.jp/products/smld_eagleyard/,,,,,,,,,,,,,
 Semiconductor laser diode (LD),Fabry-Perot laser,, BWT Beijing LTD., Fiber-attached high-power semiconductor multimode laser 830nm,,, https://www.sevensix.co.jp/products/ld830nm_bwt/, 830 nm,,,,,,,,,,,,
 Semiconductor laser diode (LD), Fabry-Perot laser,, BWT Beijing LTD., Fiber-attached high-power semiconductor multimode laser 878.6nm,,, https://www.sevensix.co.jp/products/ld878nm_bwt/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), Fabry-Perot laser,, Innolume GmbH,Single-mode semiconductor laser,,, https://www.sevensix.co.jp/products/pompld_sm_innolume/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), Fabry-Perot laser,, BWT Beijing LTD., Fiber-attached high-power semiconductor multimode laser 915nm,,, https://www.sevensix.co.jp/products/915ld_bwt/, 915 nm,,,,,,,,,,,,
 Semiconductor laser diode (LD), Fabry-Perot laser,, BWT Beijing LTD., Fiber-attached semiconductor multimode laser 940nm,,, https://www.sevensix.co.jp/products/940ld_bwt/, 940 nm,,,,,,,,,,,,
 Semiconductor laser diode (LD), Fabry-Perot laser,, 3SP Technologies,Fabry-Perot laser (CW) SM fiber for core pumping,,, https://www.sevensix.co.jp/products/smld_3sp/,,,,, CW,,,,,,,,
 Semiconductor laser diode (LD), Fabry-Perot laser,, 3SP Technologies, Fabry-Perot laser (CW) PM fiber for core pumping,,, https://www.sevensix.co.jp/products/pmld_3sp/,,,,, CW,,,,,,,,
 Semiconductor laser diode (LD), Fabry-Perot laser,, BWT Beijing LTD., Fiber-attached high-power semiconductor multimode laser 976nm,,, https://www.sevensix.co.jp/products/ld976nm_bwt/, 976 nm,,,,,,,,,,,,
 Semiconductor laser diode (LD), Fabry-Perot laser,, 3SP Technologies, Seed Fabry-Perot laser (CW/Pulse) PM fiber,,, https://www.sevensix.co.jp/products/fplaserpm_3sp/,,,,, CW,,,,,,,,
 Semiconductor laser diode (LD), Fabry-Perot laser,, BWT Beijing LTD., Fiber-equipped medical semiconductor multi-mode laser,,, https://www.sevensix.co.jp/products/1064ld_bwt/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), Fabry-Perot laser,, 3SP Technologies, Single-mode semiconductor laser for Raman excitation,,, https://www.sevensix.co.jp/products/ramanld_3sp/,,,,,,,,,,,,,
 Semiconductor laser diode (LD),Fabry-Perot laser,, eagleyard Photonics GmbH, Wideband Gain Chip,,, https://www.sevensix.co.jp/products/gainchip_eyp/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), Fabry-Perot laser,, Innolume GmbH, Gain Chip,,, https://www.sevensix.co.jp/products/gainchip_innolume/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), Fabry-Perot laser,, Innolume GmbH, Wideband Gain Module,,, https://www.sevensix.co.jp/products/gainmodule_innolume/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), Fabry-Perot laser,, Toptica Eagleyard, Multimode Laser Diode,,, https://www.sevensix.co.jp/products/mmld653nm_eagleyard/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), Fabry-Perot laser,, 3SP Technologies, Single-mode semiconductor laser for Raman excitation,,, https://www.sevensix.co.jp/products/ramanld_3sp-2/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), VCSEL (vertical cavity surface emitting laser),," Kyoto Semiconductor Co., Ltd.", VCSEL (Vertical Cavity Surface Emitting Laser) 850nm,,, https://www.sevensix.co.jp/products/vcsel_kyosemi/, 850 nm,,,,,,,,,,,,
 Semiconductor laser diode (LD), VCSEL (vertical cavity surface emitting laser),, Coherent (formerly II-VI),Face recognition system/3D sensor (VCSEL),,, https://www.sevensix.co.jp/products/vcsel_coherent/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), LD controller/driver,," Trimatis Co., Ltd.", Ultrashort pulse 1ns LD driver,,, https://www.sevensix.co.jp/products/1nsldd_trimatiz/,,,,, 1 ns,,,,,,,,
 Semiconductor laser diode (LD), LD controller/driver,," Cell System Co., Ltd.", Compact all-in-one LD controller,,, https://www.sevensix.co.jp/products/ldc_cell/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), LD controller/driver,," Trimatis Co., Ltd.", Short pulse drive LD driver,,, https://www.sevensix.co.jp/products/pulseldd_trimatiz/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), LD controller/driver,," Cell System Co., Ltd.", LD/TEC/EA/PD controller,,, https://www.sevensix.co.jp/products/ldc_cell-2/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), Pump LD, SM fiber, Innolume GmbH,Single-mode semiconductor laser,,, https://www.sevensix.co.jp/products/pompld_sm_innolume/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), Pump LD, SM fiber, 3SP Technologies,Fabry-Perot laser (CW) SM fiber for core pumping,,, https://www.sevensix.co.jp/products/smld_3sp/,,,,, CW,,,,,,,,
 Semiconductor laser diode (LD), Pump LD, PM Fiber, 3SP Technologies, Fabry-Perot laser (CW) PM fiber for core pumping,,, https://www.sevensix.co.jp/products/pmld_3sp/,,,,, CW,,,,,,,,
 Semiconductor laser diode (LD), Pump LD, PM Fiber, 3SP Technologies, Single-mode semiconductor laser for Raman excitation,,,https://www.sevensix.co.jp/products/ramanld_3sp/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), Pump LD, MM fiber, BWT Beijing LTD.," High-power semiconductor multimode laser with fiber optics, 520nm",,, https://www.sevensix.co.jp/products/ld520nm_bwt/, 520 nm,,,,,,,,,,,,
 Semiconductor laser diode (LD), Pump LD, MM fiber, BWT Beijing LTD., Fiber-attached high-power semiconductor multimode laser 635nm,,, https://www.sevensix.co.jp/products/ld635nm_bwt/, 635 nm,,,,,,,,,,,,
 Semiconductor laser diode (LD), Pump LD, MM fiber, eagleyard Photonics GmbH, Fiber-attached high-power semiconductor multimode laser 653nm,,, https://www.sevensix.co.jp/products/653ld_eyp/, 653 nm,,,,,,,,,,,,
 Semiconductor laser diode (LD), Pump LD, MM fiber, BWT Beijing LTD., Semiconductor multimode laser 785nm,,, https://www.sevensix.co.jp/products/ld785nm_bwt/, 785 nm,,,,,,,,,,,,
 Semiconductor laser diode (LD), Pump LD, MM fiber, BWT Beijing LTD., Fiber-attached high-power semiconductor multimode laser 793nm,,, https://www.sevensix.co.jp/products/ld793nm_bwt/, 793 nm,,,,,,,,,,,,
 Semiconductor laser diode (LD), Pump LD, MM fiber, BWT Beijing LTD., Fiber-attached high-power semiconductor multimode laser 808nm,,, https://www.sevensix.co.jp/products/ld808nm_bwt/, 808 nm,,,,,,,,,,,,
 Semiconductor laser diode (LD), Pump LD, MM fiber, Innolume GmbH, Semiconductor multimode laser / quantum dot laser,,, https://www.sevensix.co.jp/products/pompld_mm_innolume/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), Pump LD, MM fiber, BWT Beijing LTD., Fiber-attached high-power semiconductor multimode laser 830nm,,, https://www.sevensix.co.jp/products/ld830nm_bwt/, 830 nm,,,,,,,,,,,,
 Semiconductor laser diode (LD), Pump LD, MM fiber, BWT Beijing LTD., Fiber-attached high-power semiconductor multimode laser 878.6nm,,, https://www.sevensix.co.jp/products/ld878nm_bwt/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), Pump LD, MM fiber, BWT Beijing LTD., Fiber-attached high-power semiconductor multimode laser 915nm,,, https://www.sevensix.co.jp/products/915ld_bwt/, 915 nm,,,,,,,,,,,,
 Semiconductor laser diode (LD), Pump LD, MM fiber, BWT Beijing LTD., Fiber-attached semiconductor multimode laser 940nm,,,https://www.sevensix.co.jp/products/940ld_bwt/, 940 nm,,,,,,,,,,,,
 Semiconductor laser diode (LD), Pump LD, MM fiber, BWT Beijing LTD., Fiber-attached high-power semiconductor multimode laser 976nm,,, https://www.sevensix.co.jp/products/ld976nm_bwt/, 976 nm,,,,,,,,,,,,
 Semiconductor laser diode (LD), Pump LD, MM fiber, BWT Beijing LTD., Fiber-equipped medical semiconductor multi-mode laser,,, https://www.sevensix.co.jp/products/1064ld_bwt/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), DFB laser,, eagleyard Photonics GmbH, DFB/DBR laser,,, https://www.sevensix.co.jp/products/dfblaser_eagleyard/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), DFB laser,, Eblana Photonics Ltd., DML (DFB-like laser),,, https://www.sevensix.co.jp/products/dfblaser_eblana/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), DFB laser,, Innolume GmbH, DFB single frequency laser,,, https://www.sevensix.co.jp/products/dfb_innolume/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), DFB laser,, 3SP Technologies, DFB laser chip-on-submount type,,, https://www.sevensix.co.jp/products/dfb_3sp/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), DFB laser,, TeraXion, Ultra-narrow linewidth DFB laser module,,, https://www.sevensix.co.jp/products/dfbld_teraxion/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), DFB laser,, Coherent (formerly II-VI), Analog Optical Transmitter (EML),,, https://www.sevensix.co.jp/products/ao-topo_coherent/,,,,,,,,,,,,,
 Semiconductor laser diode (LD), blue laser,, BWT Beijing LTD., Blue semiconductor laser / Blue laser,,, https://www.sevensix.co.jp/products/blue-diode-laser/,,,,,,,,,,,,,
 Semiconductor laser diode (LD),Gain Chips/Gain Modules,, eagleyard Photonics GmbH, Wideband Gain Chip,,, https://www.sevensix.co.jp/products/gainchip_eyp/,,,,,,,,,,,,,
 Semiconductor laser diode (LD),Gain Chips/Gain Modules,, Innolume GmbH, Gain Chip,,, https://www.sevensix.co.jp/products/gainchip_innolume/,,,,,,,,,,,,,
 Semiconductor laser diode (LD),Gain Chips/Gain Modules,, Innolume GmbH, Wideband Gain Module,,, https://www.sevensix.co.jp/products/gainmodule_innolume/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical amplifier, Optical Fiber Amplifier, NKT Photonics A/S," Optical amplifier module ""Koheras Boostik"" for narrow linewidth laser ""Koheras""",,, https://www.sevensix.co.jp/products/koherasboostik_e15_nktp/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical amplifier, Optical Fiber Amplifier, NKT Photonics A/S," Optical amplifier module for ultrashort pulse laser ""aeroGAIN-ROD""",,, https://www.sevensix.co.jp/products/aerogain-rod/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical amplifier, Optical Fiber Amplifier, NKT Photonics A/S," Optical amplification module for ultrashort pulse lasers ""aeroGAIN-BASE""",,, https://www.sevensix.co.jp/products/aerogainbase_nktp/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical amplifier, Optical Fiber Amplifier, RAM Photonics LLC, Single-pulse optical amplifier,,,https://www.sevensix.co.jp/products/opticalamplifier_ramp/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical amplifier, Optical Fiber Amplifier, Phoenix Photonics Ltd., Few-mode optical amplifier,,, https://www.sevensix.co.jp/products/opticalamplifier_phoenix/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical amplifier, Optical Fiber Amplifier," Trimatis Co., Ltd.", Surge-free optical fiber amplifier,,, https://www.sevensix.co.jp/products/opticalamp_trimatiz/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical amplifier, SOA, Innolume GmbH, Semiconductor Optical Amplifier,,, https://www.sevensix.co.jp/products/soa_innolume/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical amplifier, SOA, Aeon Corporation, O-band semiconductor optical amplifier,,, https://www.sevensix.co.jp/products/optialamplifier_aeon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical amplifier, SOA, Aeon Corporation, Semiconductor optical amplifiers for high-speed communications,,, https://www.sevensix.co.jp/products/semiconductoroa_aeon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical amplifier, SOA, Aeon Corporation, Semiconductor Optical Amplifier for Swept Source,,, https://www.sevensix.co.jp/products/weptsouce_aeon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical amplifier, SOA, Aeon Corporation, CL band semiconductor optical amplifier,,, https://www.sevensix.co.jp/products/clbandamplifier_aeon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical amplifier,Tapered Amplifier, Toptica Eagleyard, Tapered Amplifier,,, https://www.sevensix.co.jp/products/taperamplifier_eagleyard/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical amplifier, Tapered Amplifier, exail, [Space] Low-noise optical amplifier,,, https://www.sevensix.co.jp/products/ixs-lnoa-cx-rad_exail/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Photodiode (PD),, Coherent (formerly II-VI), Analog optical link module (AO wave),,, https://www.sevensix.co.jp/products/aolm_coherent/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Photodiode (PD),, ID Photonics GmbH," Coherent receiver ""CORX""",,, https://www.sevensix.co.jp/products/id-photonics_corx/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Photodiode (PD),," Waka Manufacturing Co., Ltd.", Analog Optical Transmission System,,, https://www.sevensix.co.jp/products/5127/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Photodiode (PD),, Coherent (formerly II-VI), Ultra-wideband photodetector,,, https://www.sevensix.co.jp/products/pd_coherent/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Photodiode (PD),, Dicon Fiberoptics Inc.,Multi-channel TAP-PD,,, https://www.sevensix.co.jp/products/multi_tappd_dicon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Photodiode (PD),, Dicon Fiberoptics Inc., TAP-PD for EDFA,,, https://www.sevensix.co.jp/products/tappd_dicon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Photodiode (PD),," Kyoto Semiconductor Co., Ltd.", Silicon UV Sensor,,, https://www.sevensix.co.jp/products/siliconuv_kyosemi/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Photodiode (PD),, Agiltron Inc., Transparent In-Line Power Monitor,,, https://www.sevensix.co.jp/products/inline_monitor_agiltron/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Photodiode (PD),," Kyoto Semiconductor Co., Ltd.", Silicon high-speed response photodiode,,, https://www.sevensix.co.jp/products/silicon_fastpd_kyosemi/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Photodiode (PD),," Kyoto Semiconductor Co., Ltd.", Silicon Phototransistor,,, https://www.sevensix.co.jp/products/siliconpt_kyosemi/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Photodiode (PD),,"Kyoto Semiconductor Co., Ltd.", Avalanche photodiode InGaAs/Silicon,,, https://www.sevensix.co.jp/products/silicon_avapd_kyosemi/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Photodiode (PD),," Kyoto Semiconductor Co., Ltd.", Silicon photodiode,,, https://www.sevensix.co.jp/products/siliconpd_kyosemi/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Photodiode (PD),," Kyoto Semiconductor Co., Ltd.", Silicon Photodiode Array,,, https://www.sevensix.co.jp/products/siliconpdarray_kyosemi/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Photodiode (PD),," Kyoto Semiconductor Co., Ltd.", GaAs photodiode,,, https://www.sevensix.co.jp/products/gaaspd_kyosemi/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Photodiode (PD),," Kyoto Semiconductor Co., Ltd.", GaAs PD-TIA receiver,,, https://www.sevensix.co.jp/products/pdtia_kyosemi/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Photodiode (PD),," Kyoto Semiconductor Co., Ltd.",InGaAs APD-TIA receiver,,, https://www.sevensix.co.jp/products/apdtia_kyosemi/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Photodiode (PD),," Kyoto Semiconductor Co., Ltd.", InGaAs PD-TIA receiver,,, https://www.sevensix.co.jp/products/ingaas-pd-tia%e3%83%ac%e3%82%b7%e3%83%bc%e3%83%90%e3%83%bc-%e4%ba%ac%e9%83%bd%e3%82%bb%e3%83%9f%e3%82%b3%e3%83%b3%e3%83%80%e3%82%af%e3%82%bf%e3%83%bc/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Photodiode (PD),," Kyoto Semiconductor Co., Ltd.", Thermoelectrically cooled InGaAs/InAs photodiode,,, https://www.sevensix.co.jp/products/inaspd_kyosemi/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Photodiode (PD),," : Kyoto Semiconductor Co., Ltd.", Long wavelength InGaAs photodiode,,, https://www.sevensix.co.jp/products/ingaaspd_kyosemi/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Photodiode (PD),, 3SP Technologies, 2.5Gbps Pin Photodiode Chip/Chip-on-Submount Type,,, https://www.sevensix.co.jp/products/pd_chip_3sp/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.",Photodiode (PD),, Agiltron Inc., Optical electric field sensor,,, https://www.sevensix.co.jp/products/sensor_agiltron/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical switch,, HUBER+SUHNER Polatis, Ultra-low loss matrix optical switch for quantum,,, https://www.sevensix.co.jp/products/quantum_switch_polatis/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical switch,, HUBER+SUHNER Polatis, Piezoelectric Actuator Matrix Optical Switch,,, https://www.sevensix.co.jp/products/opticalswitch_polatis/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical switch,, Coherent (formerly II-VI), Flexgrid Wavelength Selective Optical Switch (WSS),,, https://www.sevensix.co.jp/products/flexgridwss_coherent/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical switch,, NTT AT, Optical switch ROME series,,, https://www.sevensix.co.jp/products/switch_rome_nttat/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical switch,, Dicon Fiberoptics Inc., MEMS type optical switch for visible light,,, https://www.sevensix.co.jp/products/mems_switch_dicon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical switch,, Agiltron Inc., High-power optical switch,,, https://www.sevensix.co.jp/products/hpswitch_agiltron/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical switch,, Dicon Fiberoptics Inc.,Prism-type optical switch,,, https://www.sevensix.co.jp/products/prismswitch_dicon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical switch,, Agiltron Inc., Nanosecond response MEMS optical switch,,, https://www.sevensix.co.jp/products/nr_mems_switch_agiltron/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical switch,, Dicon Fiberoptics Inc., Stepping motor type optical switch,,, https://www.sevensix.co.jp/products/smswitch_dicon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical switch,, Dicon Fiberoptics Inc., Programmable Optical Switch Module,,, https://www.sevensix.co.jp/products/pswitch850_dicon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical switch,, Dicon Fiberoptics Inc., MEMS blocking optical switch | DiCon,,, https://www.sevensix.co.jp/products/mems_bswitch_dicon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical switch,, Agiltron Inc., MEMS non-latching optical switch,,, https://www.sevensix.co.jp/products/mems_nonlactchswitch_agiltron/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical switch,, Dicon Fiberoptics Inc., MEMS optical switch,,, https://www.sevensix.co.jp/products/mems_switch1290_dicon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical switch,, Dicon Fiberoptics Inc., MEMS optical switch module,,,https://www.sevensix.co.jp/products/mems_module_dicon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical switch,, Dicon Fiberoptics Inc., MEMS type ON/OFF optical switch,,, https://www.sevensix.co.jp/products/mems_onoffswitch_dicon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical switch,, Dicon Fiberoptics Inc., MEMS 3-channel flexport optical switch,,, https://www.sevensix.co.jp/products/mems_flexport_switch_dicon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical switch,, Dicon Fiberoptics Inc., Programmable Optical Switch Module,,, https://www.sevensix.co.jp/products/ps_module_dicon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical switch,, Dicon Fiberoptics Inc., MEMS-based 3D matrix optical switch,,, https://www.sevensix.co.jp/products/mems_3dmatrix_dicon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical switch,, Dicon Fiberoptics Inc., MEMS Multicast Optical Switch | DiCon,,, https://www.sevensix.co.jp/products/mems_mswitch_dicon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical switch,, Agiltron Inc., Crystal-type optical switch,,, https://www.sevensix.co.jp/products/cswitch_agiltron/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical switch,, Agiltron Inc., Crystalline Type 3-Stage Optical Switch,,, https://www.sevensix.co.jp/products/c3stage_switch_agiltron/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical switch,, Agiltron Inc.,Crystal type high power optical switch,,, https://www.sevensix.co.jp/products/c_hpswitch_agiltron/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Modulator, Intensity Modulator, HyperLight, Thin-film LN 145GHz optical intensity modulator,,, https://www.sevensix.co.jp/products/ln145ghz_hyperlight/,,,,,,,, 145 GHz,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Modulator, Intensity Modulator, HyperLight, Thin-film LN 65GHz IQ optical modulator,,, https://www.sevensix.co.jp/products/65ghz-iq_modulator_hyperlight/,,,,,,,, 65 GHz,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Modulator, Intensity Modulator, HyperLight, Thin-film LN 110GHz optical phase modulator,,, https://www.sevensix.co.jp/products/110ghz-phase_modulator-hyperlight/,,,,,,,, 110 GHz,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Modulator, Intensity Modulator, HyperLight, Thin-film LN 40GHz Ultra-low Vπ Optical Phase Modulator,,, https://www.sevensix.co.jp/products/40ghz-phase_modulator-hyperlight/,,,,,,,, 40 GHz,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Modulator, Intensity Modulator, HyperLight, Thin-film LN 110GHz IQ optical modulator,,, https://www.sevensix.co.jp/products/110ghz_iq_modulator_hyperlight/,,,,,,,, 110 GHz,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Modulator, Intensity Modulator, HyperLight, Thin-film LN 40GHz Ultra-low Vπ Optical Intensity Modulator,,, https://www.sevensix.co.jp/products/40ghz_intensity_modulator_hyperlight/,,,,,,,, 40 GHz,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Modulator, Intensity Modulator,HyperLight, Thin-film LN 65GHz optical intensity modulator,,, https://www.sevensix.co.jp/products/65ghz_intensity_modulator_hyperlight/,,,,,,,, 65 GHz,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Modulator, Intensity Modulator, HyperLight, [Space Grade] High Extinction Ratio Intensity Modulator,,, https://www.sevensix.co.jp/products/fm-mxer-ln-10_exail/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Modulator, Intensity Modulator, HyperLight, [Space Grade] Phase Modulator,,, https://www.sevensix.co.jp/products/nir-mpx-ln-01_exail/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Modulator, Intensity Modulator, HyperLight, Thin-film LN 110GHz optical intensity modulator,,, https://www.sevensix.co.jp/products/lnmodulator_hyperlight/,,,,,,,, 110 GHz,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Modulator, Intensity Modulator, iXBlue SAS, 800 nm band 10GHz/20GHz intensity modulator,,, https://www.sevensix.co.jp/products/800nmband_10ghz20ghzim_ixblue/, 800 nm,,,,,,, 10 GHz,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Modulator, Intensity Modulator, iXBlue SAS, 1um band 20GHz intensity modulator,,, https://www.sevensix.co.jp/products/1umband_20ghzim_ixblue/, 1 µm,,,,,,, 20 GHz,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Modulator, Intensity Modulator, iXBlue SAS, 1.3um band 10GHz/20GHz/30GHz intensity modulator,,, https://www.sevensix.co.jp/products/13ummodulator_ixblue/, 1.3 µm,,,,,,, 10 GHz,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Modulator, Intensity Modulator, iXBlue SAS,1.5 um band 10GHz/20GHz/30GHz intensity modulator,,, https://www.sevensix.co.jp/products/15ummodulator_ixblue/, 1.5 µm,,,,,,, 10 GHz,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Modulator, Intensity Modulator, iXBlue SAS, 1.5 um band 10GHz/20GHz/40GHz high extinction ratio intensity modulator,,, https://www.sevensix.co.jp/products/15ummodulator_erim_ixbue/, 1.5 µm,,,,,,, 10 GHz,,,,,
